sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
1483,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,0,1,0,0,0,v,,
1484,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,616,616,0,1,0,0,0,s,,
1485,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3052,3052,1,0,0,1,49,v,,
1486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2456,3327,1,0,0,1,266,s,,
1487,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,0,0,0,0,0,v,,
1488,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3615,3615,0,0,0,1,270,t,,
1489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,1,0,0,0,s,,
1490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1224,1224,0,1,0,0,0,v,,
1491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008,1008,1,1,0,0,0,t,,
1492,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3166,3166,0,1,0,0,0,t,,
1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,976,976,1,0,0,1,54,t,,
1494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,469,469,0,0,1,1,163,s,,
1495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3914,3914,0,0,0,0,0,s,,
1496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3405,3675,0,0,0,1,131,s,,
1497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2710,2723,0,0,1,0,0,s,,
1498,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0,t,,
1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,757,855,0,1,0,1,163,v,,
1500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,79,3664,0,0,0,1,415,v,,
1501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,861,861,1,1,0,1,65,t,,
1502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3552,3552,1,1,0,1,100,s,,
1503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2542,2542,0,0,0,0,0,v,,
1504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1112,1112,1,1,0,0,0,v,,
1505,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2905,2905,0,0,0,0,0,t,,
1506,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1836,1836,1,1,0,1,40,v,,
1507,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3615,3615,1,0,0,1,43,t,,
1508,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2886,2886,1,0,0,0,0,t,,
1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2872,2872,0,0,0,0,0,s,,
1510,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1780,1792,0,1,1,0,0,s,,
1511,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3094,3094,0,0,0,0,0,v,,
1512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,923,923,1,0,0,0,0,t,,
1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1456,1456,0,1,0,0,0,s,,
1514,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3306,3306,0,1,0,0,0,s,,
1515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2298,2298,1,1,0,0,0,t,,
1516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3304,3304,0,0,0,1,140,t,,
1517,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3387,3390,1,1,0,1,203,v,,
1518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2885,2885,0,0,0,0,0,t,,
1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2551,2551,0,1,0,1,282,s,,
1520,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2681,2735,1,1,0,1,130,t,,
1521,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2996,2996,1,0,0,1,34,v,,
1522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1031,3852,1,0,1,1,214,t,,
1523,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2530,2530,0,1,0,1,130,v,,
1524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2690,2690,0,0,0,0,0,s,,
1525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2934,2978,0,0,0,1,160,v,,
1526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3768,3768,1,0,0,1,198,s,,
1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,574,574,1,1,0,1,495,s,,
1528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1521,1725,1,1,1,1,20,t,,
1529,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,463,3649,1,1,0,1,402,t,,
1530,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1882,1914,1,0,1,0,0,t,,
1531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2348,3388,1,0,0,1,207,v,,
1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,115,115,0,0,0,1,164,v,,
1533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1197,1253,1,0,0,1,213,s,,
1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,987,995,0,1,1,1,58,v,,
1535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,868,1,1,0,0,0,s,,
1536,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,0,0,0,0,t,,
1537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2891,2905,1,1,1,1,273,v,,
1538,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3724,3760,1,0,0,1,38,s,,
1539,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3024,3024,1,1,0,1,129,v,,
1540,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2982,2982,0,1,0,0,0,t,,
1541,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2912,2912,1,1,0,1,161,t,,
1542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3642,3642,1,1,0,1,125,t,,
1543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1240,2481,1,0,0,1,371,t,,
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,973,973,1,0,1,1,243,v,,
1545,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,216,2081,1,1,0,1,360,v,,
1546,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2583,2583,0,1,0,1,55,t,,
1547,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2373,2373,0,1,0,0,0,s,,
1548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,463,616,1,0,1,1,302,s,,
1549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3376,3391,0,0,1,1,132,v,,
1550,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2289,2289,1,0,0,1,230,t,,
1551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3464,3464,1,0,0,1,38,t,,
1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,981,982,0,1,0,0,0,t,,
1553,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2831,2837,0,0,0,1,100,v,,
1554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,822,822,1,1,0,1,56,t,,
1555,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1232,1232,0,0,0,0,0,t,,
1556,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2831,2831,1,1,0,1,160,t,,
1557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,701,701,0,1,0,0,0,t,,
1558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,366,366,0,0,0,0,0,s,,
1559,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2578,2578,1,0,0,1,161,s,,
1560,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1206,2313,0,1,0,1,195,v,,
1561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,835,1086,1,1,0,1,99,t,,
1562,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2233,2758,0,0,0,1,189,s,,
1563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3709,3709,1,1,0,1,198,v,,
1564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3704,3704,1,1,0,1,326,t,,
1565,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1267,1267,1,0,0,0,0,t,,
1566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3241,3241,1,0,0,1,48,t,,
1567,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,1,0,0,0,t,,
1568,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3243,3243,0,1,0,1,183,t,,
1569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2618,2618,1,0,0,0,0,t,,
1570,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0,s,,
1571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,673,673,0,1,1,0,0,t,,
1572,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2278,2278,0,0,0,1,54,v,,
1573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3944,3944,0,1,0,0,0,v,,
1574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1836,4096,0,0,0,1,179,t,,
1575,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2331,2331,0,1,0,0,0,s,,
1576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2074,2074,0,1,0,1,130,v,,
1577,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3009,3009,1,0,0,0,0,t,,
1578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,640,640,1,1,0,1,58,t,,
1579,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1235,1252,0,0,1,0,0,t,,
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1646,1717,0,0,1,1,98,t,,
1581,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,899,899,0,1,0,0,0,s,,
1582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2803,3549,1,1,0,0,0,v,,
1583,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1868,2185,1,0,0,1,49,v,,
1584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2467,2467,1,0,0,1,136,s,,
1585,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1722,1745,0,0,1,1,439,s,,
1586,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,1,0,0,0,t,,
1587,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3265,3265,0,1,0,1,98,t,,
1588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3684,3684,1,1,0,1,69,t,,
1589,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2618,2618,0,0,0,1,130,s,,
1590,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4127,4127,0,1,0,0,0,t,,
1591,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1226,1240,0,0,1,1,40,t,,
1592,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1617,0,1,0,0,0,t,,
1593,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1240,1240,1,1,0,0,0,t,,
1594,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2375,2422,0,1,1,1,318,v,,
1595,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,90,3747,0,0,0,1,399,t,,
1596,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1436,1463,0,0,1,0,0,t,,
1597,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3311,3311,0,0,0,1,68,s,,
1598,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2962,3157,1,1,0,1,181,t,,
1599,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2310,2310,1,0,0,1,136,t,,
1600,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,245,2607,1,0,0,1,655,s,,
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1322,1322,0,1,0,0,0,v,,
1602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,77,1169,0,0,1,1,407,v,,
1603,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2192,2192,1,0,0,0,0,v,,
1604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2690,2690,1,0,0,1,163,v,,
1605,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2829,2829,0,0,1,1,185,t,,
1606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,253,253,0,1,1,0,0,t,,
1607,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3339,3339,0,0,0,0,0,t,,
1608,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2499,2499,1,0,0,1,85,t,,
1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,1,0,0,0,0,t,,
1610,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1863,2186,1,0,0,1,136,s,,
1611,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2005,2005,0,1,0,0,0,t,,
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1164,1164,0,0,0,0,0,s,,
1613,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,3975,0,1,0,0,0,v,,
1614,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3185,3185,0,1,0,0,0,v,,
1615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1400,1746,1,0,1,1,63,t,,
1616,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3611,3914,0,0,0,1,173,v,,
1617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2901,2901,0,0,0,0,0,v,,
1618,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4036,4036,1,1,1,1,97,t,,
1619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1143,2607,1,0,0,1,1123,v,,
1620,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1920,1946,0,1,1,0,0,s,,
1621,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2807,2807,0,0,1,1,60,t,,
1622,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,843,843,0,1,0,0,0,v,,
1623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,0,0,0,0,s,,
1624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1584,1584,0,1,0,1,140,v,,
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1087,1087,1,1,0,1,263,s,,
1626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,723,723,0,1,1,0,0,t,,
1627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,4005,0,1,0,0,0,v,,
1628,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1856,2564,0,1,0,1,141,t,,
1629,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,1,0,0,0,0,t,,
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,1,1,0,0,0,s,,
1631,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2996,2996,0,0,0,1,150,t,,
1632,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4188,4188,0,0,0,1,127,v,,
1633,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1603,1,0,1,0,0,s,,
1634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1646,1709,0,0,1,1,167,s,,
1635,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2728,2728,0,0,0,0,0,s,,
1636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,0,0,0,0,0,t,,
1637,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1582,1611,0,1,1,0,0,v,,
1638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3390,3390,1,0,0,0,0,v,,
1639,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,3528,0,1,0,0,0,s,,
1640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2682,2859,0,1,0,1,429,v,,
1641,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,0,0,0,0,0,v,,
1642,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3852,3852,1,1,0,0,0,t,,
1643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3262,3262,0,0,0,0,0,t,,
1644,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2045,2508,1,1,1,1,187,t,,
1645,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2150,2193,1,1,1,0,0,v,,
1646,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3131,3131,0,0,0,0,0,t,,
1647,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2996,2996,0,1,0,0,0,v,,
1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,71,71,1,1,0,1,55,t,,
1649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,164,164,0,0,0,1,135,v,,
1650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2670,2670,0,1,0,0,0,s,,
1651,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2735,2735,0,0,0,0,0,s,,
1652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3325,3325,1,1,0,0,0,v,,
1653,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2732,2732,0,0,0,0,0,t,,
1654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1823,1869,0,1,0,1,75,s,,
1655,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2108,1,1,1,1,161,v,,
1656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2466,2632,0,0,0,1,274,v,,
1657,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,160,160,1,0,0,0,0,t,,
1658,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0,v,,
1659,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1275,1311,0,0,1,0,0,s,,
1660,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2878,2878,0,1,0,0,0,v,,
1661,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1976,2834,1,0,0,1,67,s,,
1662,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,0,0,0,0,t,,
1663,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2900,2900,1,1,0,0,0,t,,
1664,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3419,3419,1,1,0,0,0,s,,
1665,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2128,3013,1,0,0,1,80,s,,
1666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1128,3382,0,1,0,1,153,t,,
1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0,t,,
1668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1563,1568,0,0,0,1,463,v,,
1669,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2415,2415,1,0,0,0,0,t,,
1670,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,s,,
1671,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2936,2936,1,0,0,1,66,t,,
1672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4005,4005,1,1,0,1,68,v,,
1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1416,1416,0,0,0,0,0,v,,
1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1528,1528,0,1,0,0,0,v,,
1675,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1382,2402,1,1,0,1,159,v,,
1676,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1856,1883,0,1,1,0,0,s,,
1677,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,260,260,0,0,0,1,148,s,,
1678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,526,526,1,0,0,1,280,t,,
1679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3360,3694,0,0,1,1,247,t,,
1680,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,1,0,0,0,0,v,,
1681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2291,2291,1,0,0,0,0,v,,
1682,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1240,1240,1,1,0,0,0,s,,
1683,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1835,1835,0,0,0,0,0,t,,
1684,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2317,2317,1,1,1,0,0,t,,
1685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1879,1925,0,0,1,0,0,t,,
1686,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2327,2327,1,1,0,1,418,t,,
1687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1856,1883,0,0,1,0,0,v,,
1688,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1115,2005,1,0,0,1,390,v,,
1689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2408,2408,0,1,0,1,130,v,,
1690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1128,1128,0,0,1,1,44,v,,
1691,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2766,2766,0,1,0,0,0,v,,
1692,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1123,1242,1,0,0,1,399,t,,
1693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1823,1849,0,0,0,1,230,v,,
1694,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3353,3353,0,0,0,0,0,v,,
1695,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1801,1828,0,1,1,0,0,t,,
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,617,617,0,1,0,1,178,v,,
1697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,416,416,1,1,0,1,40,t,,
1698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3403,3403,0,1,0,0,0,t,,
1699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,0,0,0,0,t,,
1700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,434,463,1,0,0,1,184,s,,
1701,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3306,3306,0,1,0,1,68,v,,
1702,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3125,3125,1,1,0,1,134,s,,
1703,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,556,1823,0,1,1,0,0,s,,
1704,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1710,3668,1,0,1,1,213,v,,
1705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3852,3852,1,1,0,0,0,t,,
1706,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2746,2746,1,1,0,1,411,t,,
1707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3579,3579,1,1,0,1,107,s,,
1708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3397,3397,0,0,0,0,0,t,,
1709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3646,3646,0,1,0,1,128,v,,
1710,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,v,,
1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1850,1850,1,0,0,1,136,v,,
1712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,3458,1,1,0,0,0,t,,
1713,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3177,3177,0,1,0,1,10,v,,
1714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1577,2081,1,0,1,1,588,s,,
1715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,1,1,0,0,0,t,,
1716,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2380,2380,1,0,0,0,0,s,,
1717,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2787,2787,0,0,0,1,4,v,,
1718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710,1710,0,0,0,0,0,v,,
1719,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,709,709,1,1,1,0,0,v,,
1720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,920,920,0,1,1,1,141,v,,
1721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2417,2417,0,0,0,1,85,v,,
1722,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1962,1983,0,0,1,0,0,v,,
1723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1774,1774,1,0,1,0,0,s,,
1724,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2284,2634,0,1,1,1,251,t,,
1725,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,539,539,1,0,0,0,0,v,,
1726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3583,3747,1,0,0,1,43,s,,
